spanish_src,english_ref,model_output,input_ppl,hit_max_tokens,spanish_tokens,english_ref_tokens,output_tokens,spanish_chars,english_ref_chars,output_chars,spanish_fertility,english_ref_fertility,output_fertility,is_empty,is_repetitive,has_spanish_leak,length_ratio,is_too_short,is_too_long
"Ellos han desarrollado una comunidad que fomenta el periodismo ciudadano en un momento en que los principales medios de comunicación son inexistentes o poco fiables, en el mejor de los casos. ",They have developed a community that encourages citizen journalism at a time when mainstream media is lacking or unreliable at best. ,The media has developed a community that fosters citizen journalism in a time when the main media are nonexistent or unreliable.,14.25,True,49,23,24,161,112,108,0.30434782608695654,0.20535714285714285,0.2222222222222222,False,False,False,1.0434782608695652,False,False
Firmemos una petición y publicitemos la campaña para que así la juventud tome nota. ,Let's all sign a petition and publicize the campaign so youth would take note. ,We will send a request and publish the campaign to that young generation take note.,58.0,True,27,18,16,70,65,69,0.38571428571428573,0.27692307692307694,0.2318840579710145,False,False,False,0.8888888888888888,False,False
"Por ejemplo, las noticias sobre la publicación de un diccionario trilingüe de e-terminología fue vista con ironía y desconcierto. ","For example, the news about publication of a trilingual e-terminology dictionary was met with irony and bewilderment. ",The news about the publication of a dictionary of e-terminology was viewed with irony and disconcert.,29.625,True,38,26,22,111,101,86,0.34234234234234234,0.25742574257425743,0.2558139534883721,False,False,False,0.8461538461538461,False,False
EthioZagol (@EthioZagol) considera que las protestas forman parte del avance del extremismo islámico en Etiopía: ,EthioZagol (@EthioZagol) considers the protest part of the spread of Islam extremism in Ethiopia: ,The EthioZagol (@EthioZagol) considers that the protests form part of the advance of the Islamic extremist movement in Etiopía:,41.75,True,38,27,34,98,84,109,0.3877551020408163,0.32142857142857145,0.3119266055045872,False,False,False,1.2592592592592593,False,False
"- Mi pregunta es ¿me lo merecía?- Pregunta: ¿por qué te importa mi opinión?- Porque eres un ciudadano sirio, y porque eres de mi ciudad natal y por supuesto, sobre todo porque eres una figura conocida.En los siguientes mensajes directos de Twitter, Jarrah cuenta de su deseo de luchar contra la dictadura y también contra todo intento extranjero de sacar provecho de la inestabilidad en el país: ","In the following DMs (Twitter direct messages), Jarrah´s shares his will to fight not only dictatorship but also any foreign attempts to profit from instability in the country: ","- My question is why would you care about my opinion?- Question: Why do you care about my opinion?- Because you are a Syrian citizen, and because you are a Syrian citizen, and because you are a Syrian citizen, and because you are a Syrian citizen, and because you are a Syrian citizen, and because you are a Syrian citizen, and because you are a Syrian citizen, and because you are a Syrian citizen, and because you are a Syrian citizen, and because you are a Syrian citizen, and because you are a Syrian citizen, and because you are a Syrian citizen, and because you are a Syrian citizen, and",16.125,True,122,37,128,329,149,484,0.3708206686930091,0.2483221476510067,0.2644628099173554,False,True,False,3.4594594594594597,False,True
"Según ‘Melodrama’, de diecisiete años, lo que buscan los israelíes es paz y tranquilidad: ",According to 17-year-old 'Melodrama' the thing that Israelis really seek is peace and quiet: ,"According to ‘Melodrama’, of the ten years, what Israelites are looking for is peace and tranquility:",32.0,True,33,25,25,76,79,86,0.4342105263157895,0.31645569620253167,0.29069767441860467,False,False,True,1.0,False,False
"Así, si alguien quiere seguir la belleza de Malaui, acá está el blog para darles algo de alivio de la política y la economía. ","So if one someone wants to follow the beauty of Malawi, here is the blog to give you some relief from the politics and economy. ","As long as someone wants to follow the beauty of Malaui, here is the blog for them to get some relief from the politics and the economy.",33.0,True,42,29,31,102,103,110,0.4117647058823529,0.2815533980582524,0.2818181818181818,False,False,False,1.0689655172413792,False,False
"Por supuesto, aprender el alfabeto es una pequeñísima parte del aprendizaje de un idioma, eso no hace necesariamente al árabe mas difícil de aprender que el hebreo. ","Of course, learning the alphabet is only a very, very minor part of learning a language, so it doesn't necessarily make Arabic harder to learn than Hebrew. ","The Arabic alphabet is a small part of the Arabic language, that does not necessarily make the Arabic language easier to learn than the Hebrew language.",13.1875,True,54,33,28,138,129,127,0.391304347826087,0.2558139534883721,0.2204724409448819,False,False,False,0.8484848484848485,False,False
Nuestros educadores aún creen que la tecnología es algo impuesto por el imperio —leáse Estados Unidos. ,Our educators still believe that technology is something imposed upon us by the empire -the United States. ,,42.5,True,33,20,0,87,90,0,0.3793103448275862,0.2222222222222222,0.0,True,False,False,0.0,True,False
"Quienes lo hacen pasan por una fase que sólo ellos pueden entender."" ","They are going through a phase that they only can understand."" ","""Who do they do it for?""",42.5,True,22,13,8,57,52,19,0.38596491228070173,0.25,0.42105263157894735,False,False,False,0.6153846153846154,False,False
Asociación de medios de Trinidad y Tobago gira 180° en debacle de libertad de prensa ,Trinidad & Tobago's Media Association Pulls a 180 in Press Freedom Debacle · Global Voices ,Asociación de medios de Trinidad y Tobago gira 180° in debacle of freedom of press,72.5,True,26,23,23,70,76,68,0.37142857142857144,0.3026315789473684,0.3382352941176471,False,False,True,1.0,False,False
"Al momento de escribir y de acuerdo a la herramienta de alcance de publicidad de Facebook, Armenia tiene 106,500 usuarios en el sitio de red social, Azerbaiyán 276,680, y Georgia 425,540. ","At time of writing, and according to Facebook's own advertising reach tool, Armenia has 106,500 users on the social networking site, Azerbaijan 276,680, and Georgia 425,540. ","At the moment of writing and according to the Facebook advertising platform, Armenia has 106,500 users on the social network, Azerbaijan 276,680, and Georgia 425,540.",29.625,True,60,41,37,157,148,142,0.3821656050955414,0.27702702702702703,0.2605633802816901,False,False,False,0.9024390243902439,False,False
"El video de abajo es una canción tradicional modernizada por Dovran Tokgaev, ""Suw Almaga Gelmezmi?"" ","The clip below is a traditional song revamped by Dovran Tokgaev, ""Suw Almaga Gelmezmi?"" ","The video of the lower is a traditional modernized song by Dovran Tokgaev, ""Suw Almaga Gelmezmi?""",296.0,True,35,29,30,85,74,82,0.4117647058823529,0.3918918918918919,0.36585365853658536,False,False,True,1.0344827586206897,False,False
¿Quiere decir esto que la red social va a presentarse a partir de ahora como un portal de juegos online? ,Does this mean that the original social network will now present itself as an online gaming portal? ,,37.0,True,27,19,0,85,83,0,0.3176470588235294,0.2289156626506024,0.0,True,False,False,0.0,True,False
"Al escribir estas palabras, doy gracias por lo que tengo. ","As I write this, I count my blessings. ","I write these words, thank you for what I have.",33.0,True,20,11,12,48,31,38,0.4166666666666667,0.3548387096774194,0.3157894736842105,False,False,False,1.0909090909090908,False,False
Se hartó y se prendió fuego y se convirtió en una antorcha viviente por las protestas. ,He was on fire and turned himself into a living torch for the protests. ,The fire was kindled and became a living torch.,39.25,True,29,16,11,71,58,39,0.4084507042253521,0.27586206896551724,0.28205128205128205,False,False,False,0.6875,False,False
"Tanto Child of the Revolution como Ninety miles away…in another country abordan un tema con una serie de artículos en el Monitor de Ciencia Cristiano, especulando acerca del futuro de la economía de Cuba: “Es particularmente mortificante que el ingenio que todos profesan como señal de un cambio en Cuba es un duro expediente forzado en una población cautiva -desesperada por ganarse la vida de cualquier forma posible- por el sistema en el que viven”. ","Both Child of the Revolution and Ninety miles away...in another country take issue with a series of articles in the Christian Science Monitor speculating about Cuba's economic future: ""It is particularly galling that the resourcefulness they all laud as the sign of a changing Cuba is a harsh expedient forced on a captive population - desperate to eke out a living any way they can - by the system under which they live."" ","“The genius that all profess as a sign of a change in Cuba is particularly mortifying to a people who are in a desperate situation, by the system in which they live.”",44.5,True,119,87,36,378,350,135,0.3148148148148148,0.24857142857142858,0.26666666666666666,False,False,False,0.41379310344827586,False,False
Se reporta que se ha extendido el tiroteo a Cross Roads. ,Gunfire has reportedly spread to Cross Roads. ,The shooting has spread to Cross Roads.,74.5,True,18,11,9,46,39,33,0.391304347826087,0.28205128205128205,0.2727272727272727,False,False,False,0.8181818181818182,False,False
"A pesar del enorme potencial para el bien público, casi nunca se da a conocer ni se comparte esta información para uso público. ","Despite the huge potential for using data about a society or government for the public good, it is rarely released and shared for public use. ",The information is not available to the public.,19.75,True,37,28,9,105,117,40,0.3523809523809524,0.23931623931623933,0.225,False,False,False,0.32142857142857145,False,False
"Parcela de 1,161 km²; vista al mar, playa; localizada al este, muy cerca de Turquía; bosques de robles y hayas; 3 ríos, pesca. ","Parcel 1 160 680 dka; view of the sea, beach; located in the east in proximity to Turkey; oak and beech forests; 3 rivers, fishing. ","Parcela de 1,161 km²; view to the sea, beach; localizada al este, muy cerca de Turquía; forests of trees and bushes; 3 rivers, fishing.",58.0,True,49,36,42,104,107,112,0.47115384615384615,0.3364485981308411,0.375,False,False,True,1.1666666666666667,False,False
"El miércoles 24 de octubre, una mujer indígena de Pyelito Keu fue atacada sexualmente por ocho hombres en un rancho, según acusaciones hechas por los indígenas. ","On Wednesday October 24, an indigenous woman from Pyelito Keu was sexually assaulted by eight men on a ranch, according to allegations by indigenous people. ","The evening of October 24, a Native American woman was sexually assaulted by eight men in a ranch, according to charges made by the indigenous people.",20.125,True,58,32,29,135,132,125,0.42962962962962964,0.24242424242424243,0.232,False,False,False,0.90625,False,False
"Después de los primeros intensos ataques aéreos en la Franja de Gaza a finales del 2008, Israel continúa con los ataques en la densamente poblada Gaza en el 2009 y se presume que costará más vidas palestinas. ","After the first intense air strikes in the Gaza Strip at the end of 2008, Israel continues the attacks on the densely populated Gaza in 2009 and it is expected to cost more Palestinian lives. ","After the first intense aerial attacks on Gaza in 2008, Israel continues with the attacks in the densely populated Gaza in 2009 and is presumed to cost more Palestinian lives.",21.375,True,61,38,32,172,157,146,0.3546511627906977,0.24203821656050956,0.2191780821917808,False,False,False,0.8421052631578947,False,False
El Presidente wa Mutharika parece haber estado consciente del estado de ánimo entre muchos malauís y ha estado planeando una respuesta. ,"President wa Mutharika appears to have been aware of the mood amongst many Malawians, and has been planning a response. ",The President appears to have been aware of the state of mind between many malauís and has been planning a response.,102.0,True,35,28,24,115,100,96,0.30434782608695654,0.28,0.25,False,False,False,0.8571428571428571,False,False
"El periodista griego Manolis Kypraios ha sufrido la pérdida total de la audición por las heridas causadas mientras fotografiaba las protestas de la huelga general el 15 de junio de 2011, en Atenas, Grecia. ","Greek journalist Manolis Kypraios has suffered total hearing loss from injuries sustained while photographing the general strike protests of June 15, 2011 in Athens, Greece. ","The Greek journalist Manolis Kypraios has suffered the total loss of the broadcast by the strikes on June 15, 2011, in Athens, Greece.",17.75,True,66,34,31,172,149,112,0.38372093023255816,0.22818791946308725,0.2767857142857143,False,False,False,0.9117647058823529,False,False
"En los últimos dos años, esto se ha convertido en norma en ciudades de todo el sur de Israel. ","Over the past couple of years, this has become the norm in cities across the Israeli south. ","The last two years, this has become a norm in cities of all the south of Israel.",19.5,True,27,20,19,75,75,64,0.36,0.26666666666666666,0.296875,False,False,False,0.95,False,False
Que soy probablemente la única malauí que bloguea sobre ciencia para una audiencia africana. ,That I am probably the only Malawian blogging about science for an African audience. ,I am probably the only Malawian who blogs about science for an African audience.,135.0,True,26,18,17,79,71,67,0.3291139240506329,0.2535211267605634,0.2537313432835821,False,False,False,0.9444444444444444,False,False
"Por otro lado, las verdaderas buenas personas no necesitan de esa audiencia, les basta con que lo sepa Dios. ","On the other hand, genuine do-gooders don't need an audience, they only need God to know. ","The true good people do not need that audience, they just need to know God.",37.0,True,30,24,17,90,74,61,0.3333333333333333,0.32432432432432434,0.2786885245901639,False,False,False,0.7083333333333334,False,False
"@ahmed: ¿Puedo tener una camiseta que diga ""Sobreviví a un discurso completo de Bashar al-Assad""? ","@ahmed: Can I get a T-shirt that says ""I survived a whole speech by Bashar al-Assad""? ","@ahmed: Can I have a shirt that says ""I survived a complete speech by Bashar al-Assad""?",23.875,True,39,28,25,83,70,72,0.46987951807228917,0.4,0.3472222222222222,False,False,False,0.8928571428571429,False,False
"Ahora es aparente que un número de presos han reanudado su huelga de hambre para protestar por el continuado maltrato, por parte de Israel, de los presos palestinos, como mantenerlos en aislamiento . ","It is now apparent that a number of prisoners have resumed their hunger strike protesting Israel’s continued mistreatment of Palestinian prisoners, such as holding them in isolation. ","Now is apparent that a number of prisoners have resumed their hunger strike to protest the continued maltreatment, by Israel, of Palestinian prisoners, as keeping them in isolation.",20.125,True,61,33,33,167,156,154,0.3652694610778443,0.21153846153846154,0.21428571428571427,False,False,False,1.0,False,False
"Me interesé con entusiasmo en la herramienta y la encontré útil pues me gusta el diálogo y el debate sobre temas sociales, principalmente los que tratan de política y buen gobierno. ","I was enthusiastically interested in the tool and found it useful as I like dialogue and debate on social topics, mainly to focus on politics and good governance. ",,20.375,True,54,32,0,151,135,0,0.3576158940397351,0.23703703703703705,0.0,True,False,False,0.0,True,False
"Hubo generaciones y generaciones, el mundo cambió, los gustos cambiaron, la moral de naciones y pueblos de acá y de allá se disolvieron y desaparecieron. … A pesar del hecho de que yo, como muchos de mi generación, era un fan de las canciones de Michael Jackson y del ejemplo que inició de una cultura rebelde, no obstante para mí su muerte fue como ser testigo de una escena de un recuerdo largamente ido. ","There were generations and generations, the world changed, tastes altered, the morals of nations and peoples from here and there dissolved and disappeared. … Despite the fact that I, like many of my generation, was a fan of Michael Jackson’s songs and of the example he introduced of a rebellious culture, for me his death was nevertheless like witnessing a scene from a long gone memory. ",,15.375,True,123,79,0,333,323,0,0.36936936936936937,0.24458204334365324,0.0,True,False,False,0.0,True,False
"En respuesta, Idil de Ignore Me If You Can llamó al levantamiento de la prohibición de la pañoleta como “asquerosa” trayendo el siguiente comentario de un lector suyo: ","In response, Idil from Ignore Me If You Can called the lifting of the headscarf ban as ""sickening"" sparking the following comment from a reader of hers: ","In response, Idil of Ignore Me If You Can called the lifting of the prohibition of the pañoleta as “slippery” bringing the following comment from a reader of his own:",51.25,True,52,39,42,140,126,137,0.37142857142857144,0.30952380952380953,0.30656934306569344,False,False,False,1.0769230769230769,False,False
Los otros partidos fuera de los principales bloques sólo contabilizaban el 6%. ,The other parties outside of the main blocks only accounted for 6%. ,The other parties outside the main parties only counted the 6%.,50.5,True,21,14,12,67,56,53,0.31343283582089554,0.25,0.22641509433962265,False,False,False,0.8571428571428571,False,False
Es la compañía que recientemente instaló los ascensores nuevos enZanu. ,It’s the company that installed new elevators at Zanu pf recently. ,,60.0,True,24,18,0,61,56,0,0.39344262295081966,0.32142857142857145,0.0,True,False,False,0.0,True,False
"Salvo que, desde luego, esto quitaría como protagonista a Israel,... algo que realmente nadie quiere. ","Except, of course, that this would remove the albatross from around Israel's neck... something that nobody really wants to do. ",,66.0,True,28,28,0,87,107,0,0.3218390804597701,0.2616822429906542,0.0,True,False,False,0.0,True,False
"Debajo, algunos comentarios a su artículo: ",Below are a few comments to this post: ,"Below, some comments to his article:",51.25,True,15,10,8,37,31,31,0.40540540540540543,0.3225806451612903,0.25806451612903225,False,False,False,0.8,False,False
Por último es una cuestión de moral que los donantes que desean fomentar una mayor transparencia deberían a su vez rendir cuentas de su propio trabajo mediante la publicación de la información relacionada con sus actividades y gastos. ,"Lastly, there is a moral argument behind the idea that funders aiming to promote more accountability through transparency should also encourage greater accountability of their own work by publishing more information about their spending and activities. ","Last but not least, it is a question of morality that donors who want to foster a greater transparency of their own activities and spending should also make their own tax returns public.",11.0625,True,66,40,35,197,217,154,0.3350253807106599,0.18433179723502305,0.22727272727272727,False,False,False,0.875,False,False
"Un motivo para la falta de reacción podría ser que los usuarios rusos consideren los dominios en cirílico como una herramienta SEO y de marketing, en lugar de un cambio de las reglas de juego. ","One reason for the lack of reaction might be that Russian users consider Cyrillic domains a SEO-tool and marketing device, rather than a game-changer. ",,23.125,True,59,35,0,158,127,0,0.37341772151898733,0.2755905511811024,0.0,True,False,False,0.0,True,False
Detesté que Discovery Channel transmitiera los shows con esa voz amenazadora y toda la dedicación del miedo aplicado al guión. ,"I hated that the Discovery Channel aired shows with that threatening voiceover, and all the fear-mongering worked into the script. ",The show was so scary that I was afraid to watch it.,87.0,True,35,27,13,107,111,41,0.32710280373831774,0.24324324324324326,0.3170731707317073,False,False,False,0.48148148148148145,False,False
"Hasta ahora, ha habido diez heridos en los enfrentamientos. ",Ten people have been injured so far in the clashes. ,"The number of casualties has been estimated at 10,000.",25.375,True,19,12,12,51,42,46,0.37254901960784315,0.2857142857142857,0.2608695652173913,False,False,False,1.0,False,False
"Christian Khabay, en KnowTnT.com , observó lo siguiente: ",KnowTnT.com's Christian Khabay noted that: ,"Christian Khabay, in KnowTnT.com , observed the following:",286.0,True,21,15,17,49,38,51,0.42857142857142855,0.39473684210526316,0.3333333333333333,False,False,True,1.1333333333333333,False,False
"Las inundaciones también han ocasionado la muerte de más de 200 personas y destruido redes viales, diques y otros servicios públicos. ","The floods have also killed more 200 people and destroyed road networks, dams, and other public utilities. ","The floods also have caused the death of more than 200 people and destroyed vital waterways, dams and other public services.",17.75,True,37,21,24,113,90,104,0.3274336283185841,0.23333333333333334,0.23076923076923078,False,False,False,1.1428571428571428,False,False
Pueden leer más sobre las historias de los artistas y escuchar muestras de su música en Listentothebanned.com ,You can read more about the artists' stories and hear samples of the music on Listentothebanned.com ,,35.75,True,35,24,0,93,84,0,0.3763440860215054,0.2857142857142857,0.0,True,False,False,0.0,True,False
Sus puntos de vista resultan de gran utilidad tanto a los visitantes de Bangladesh como a los propios bangladesíes. ,These views are extremely useful for those who are coming to visit Bangladesh and for Bangladeshis too. ,,38.75,True,31,21,0,97,87,0,0.31958762886597936,0.2413793103448276,0.0,True,False,False,0.0,True,False
Pero he comprendido que la situación allí es grave. ,But I've understood that the situation there is dire. ,But I understand that the situation there is grave.,54.5,True,16,12,10,43,45,43,0.37209302325581395,0.26666666666666666,0.23255813953488372,False,False,False,0.8333333333333334,False,False
La usuaria de LiveJournal odalizka escribió sobre su encuentro con un grupo de niños de Nashi en Moscú la semana pasada: ,LJ user odalizka wrote (RUS) about her encounters with a group of Nashi kids in Moscow last week: ,The user of LiveJournal wrote about his encounter with a group of children of Nashi in Moscow the week before last:,53.0,True,40,28,24,100,80,95,0.4,0.35,0.25263157894736843,False,False,False,0.8571428571428571,False,False
Eutraphalia parece estar más preocupada por la explotación comercial de la leche compartida: ,Eutraphalia seems more concerned about the commercial exploitation of shared milk: ,The milk is being sold in the market for a higher price than it was before.,43.75,True,28,16,17,80,72,60,0.35,0.2222222222222222,0.2833333333333333,False,False,False,1.0625,False,False
"Durante las elecciones de 2008, su su agencia de publicidad (Publicidad Tere Suárez, que conozco) me contactó con respecto al blog, y me pidió que redirigiera el nombre al sitio oficial de las elecciones - santinialcalde2008.com - y así lo hicimos. ","During the 2008 elections, his ad-agency (Publicidad Tere Suárez, which I am familiar with) contacted me in regards to the blog, and requested that we redirect the name to the official election site - santinialcalde2008.com - which we did. ",,28.375,True,80,60,0,208,201,0,0.38461538461538464,0.29850746268656714,0.0,True,False,False,0.0,True,False
"Los jóvenes funcionarios electorales sudaneses estaban sentados en una pequeña escuela de dos aulas, abriendo silenciosamente los votos mientras les miraban los observadores nacionales e internacionales. ","Young Sudanese polling officials sat inside a small two room school, silently unfolding ballots while national and international observers looked on. ",,18.0,True,58,25,0,178,129,0,0.3258426966292135,0.1937984496124031,0.0,True,False,False,0.0,True,False
Cientos de yemeníes se han echado a las calles para protestar contra la ley de inmunidad que ha sido aprobada por el Gobierno. ,Hundreds of Yemenis rallied in the streets across Yemen against the immunity that was approved by the cabinet. ,Hundreds of Yemenis have been arrested for protesting against the law that has been approved by the government.,11.625,True,38,24,22,104,93,94,0.36538461538461536,0.25806451612903225,0.23404255319148937,False,False,False,0.9166666666666666,False,False
"La Fundación Heinrich Böll, Global Voices Online y la Asociación Nawaat condenan enérgicamente la decisión de la embajada tunecina en Ramala de negarles la visa a 11 bloggers y periodistas palestinos para que entren a Túnez para asistir al Tercer Encuentro de Bloggers Árabes del 3 al 6 de octubre de 2011. ","The Heinrich Boell Foundation, Global Voices Online and Nawaat Association strongly condemn the decision by the Tunisian Embassy in Ramallah to deny 11 Palestinian bloggers and journalists visas to enter Tunisia in order to attend the Third Arab Bloggers Meeting from October 3rd until 6th 2011. ","The Heinrich Böll Foundation, Global Voices Online and the Arab League condemn inérgically the decision of the Tunisian embassy in Ramala to deny them the visa to 11 bloggers and journalists to attend the Third Arab League Conference on Bloggers in Tunesia on 3rd October 2011.",25.375,True,95,62,62,255,250,232,0.37254901960784315,0.248,0.2672413793103448,False,False,False,1.0,False,False
Imagen del usuario de Flickr sugarmelon.com (CC BY-NC 2.0). ,Image by Flickr user sugarmelon.com (CC BY-NC 2.0). ,Flickr user Imagen del usuario de Flickr sugarmelon.com (CC BY-NC 2.0).,72.5,True,24,20,26,51,44,61,0.47058823529411764,0.45454545454545453,0.4262295081967213,False,False,True,1.3,False,False
Siempre digo que la hospitalidad en Irán está primero que la religión. ,I always say that hospitality is Iran's first religion. ,I always say that the hospital is first of all religion.,63.75,True,21,12,12,59,47,46,0.3559322033898305,0.2553191489361702,0.2608695652173913,False,False,False,1.0,False,False
La recesión que vivimos ha recortado las oportunidades laborales. ,The current recession is choking off employment opportunities. ,The recession that we live through has reduced the opportunities for labor.,30.625,True,20,11,13,57,55,64,0.3508771929824561,0.2,0.203125,False,False,False,1.1818181818181819,False,False
"Una chica educada puede tener un trabajo y puede ayudar a su familia económicamente, mejor que una chica sin educación. ","An educated girl can do job and can help her family financially, better than an uneducated girl. ","A well-educated girl can have a job and can help her family financially, better than a girl without education.",20.125,True,34,21,23,100,80,92,0.34,0.2625,0.25,False,False,False,1.0952380952380953,False,False
"En cambio, hizo una observación errática sobre el hombre de negocios dagestaní (Bilalov es de Dagestán) y lanzó el habitual aluvión de condenas anti-Putin. ","Instead, he made an errant remark about Dagestani businessmen (Bilalov is from Dagestan) and issued the standard barrage of anti-Putin condemnations. ",,56.25,True,54,40,0,132,129,0,0.4090909090909091,0.31007751937984496,0.0,True,False,False,0.0,True,False
"Imagen de usuario de Flickr Presidencia de la República del Ecuador, usada bajo licencia Reconocimiento-NoComercial-CompartirIgual 2.0 Genérica de Creative Commons ","Image by Flickr user Presidencia de la República del Ecuador, used under an Attribution-NonCommercial-ShareAlike 2.0 Generic Creative Commons license ","Flickr Presidency of Ecuador, used under license CC-BY-NC-ND 2.0.",41.25,True,51,37,21,144,131,57,0.3541666666666667,0.2824427480916031,0.3684210526315789,False,False,False,0.5675675675675675,False,False
Podría ser que esas vidas fueran solamente otro esfuerzo de campaña para los políticos israelíes. ,Could it be that these lives are just another campaigning effort for Israeli politicians. ,,25.375,True,30,16,0,83,76,0,0.3614457831325301,0.21052631578947367,0.0,True,False,False,0.0,True,False
"Se cortó la electricidad, se incendió una gasolinera y se destruyeron algunas tiendas. ","Electricity was cut off, a gas station burned and a few shops were broken into. ","The electricity was cut off, the gas was ignited, and some of the stores were destroyed.",20.375,True,27,20,20,74,65,73,0.36486486486486486,0.3076923076923077,0.273972602739726,False,False,False,1.0,False,False
Después dice que las circunstancias han cambiado y que los artistas deben intervenir en política. ,He then says that circumstances have changed and artists must get involved in politics. ,After he says that the circumstances have changed and artists should intervene in politics.,22.375,True,27,16,15,83,74,78,0.3253012048192771,0.21621621621621623,0.19230769230769232,False,False,False,0.9375,False,False
"No hay de qué preocuparse, chicos. ","There’s no need to worry, guys. ","There is no concern, guys.",26.625,True,13,11,7,29,26,22,0.4482758620689655,0.4230769230769231,0.3181818181818182,False,False,False,0.6363636363636364,False,False
La intervención de esta noche de Mubarak hizo exactamente lo que su anterior aparición en televisión hizo - reunir a las multitudes y unirlas bajo una misma bandera: Pidiendo el fin a su reinado de 30 años y a su régimen. ,Mubarak's speech earlier tonight did just what his previous television appearance did - rally the crowds and unite them under one banner: calling for an end of his 30-year rule and that of his regime. ,The intervention of this night of Mubarak did exactly what its previous appearance on television had done - it gathered the crowds and united them under one banner: Praising Mubarak and his 30 years of rule.,30.625,True,66,43,43,181,166,172,0.36464088397790057,0.25903614457831325,0.25,False,False,False,1.0,False,False
"Bueno, no hace mucho también ellos han celebrado su segundo aniversario y los amigos de Periodismo Ciudadano, nuestros socios en GV en español, no tuvieron mejor idea como parte de la celebración que hacerles una serie de entrevistas en video de las que ya llevan publicadas dos en su sitio. ","Not long ago, they have also celebrated their second anniversary and members from Periodismo Ciudadano site (Citizen Journalism), our partners at GV in Spanish, as part of the celebration, had the excellent idea of producing a series of video interviews, two of which have already been posted on ther site. ",,28.375,True,79,64,0,242,257,0,0.32644628099173556,0.2490272373540856,0.0,True,False,False,0.0,True,False
Egipto: El mundo horrorizado ante el ataque a gran escala a los manifestantes ,Egypt: World Horrified as Full Scale Attack Launched on Protesters · Global Voices ,The world horrified at the attack on a large scale to the protesters.,105.0,True,22,21,15,65,70,57,0.3384615384615385,0.3,0.2631578947368421,False,False,False,0.7142857142857143,False,False
"En tercer lugar, pedir un salario mínimo es estúpido y tendrá un efecto contrario en los trabajadores egipcios porque los empresarios contrararán a una persona por 1.200 libras egipcias y le harán hacer el trabajo de tres personas, en vez de contratar a dos por 600 libras cada uno. ","Thirdly, demanding a minimum wage is stupid and will have a counter effect on Egyptian workers because employers will employ one person for 1,200 EP and make him do the work of three people, instead of employing two for 600 EP each. ",,17.5,True,82,49,0,234,191,0,0.3504273504273504,0.25654450261780104,0.0,True,False,False,0.0,True,False
"@lamarcefarias: Busquemos soluciones reales subsidiar sistema de calefaccion, educar y no restringir de forma arbitraria en #Temuco ","Let' find real solutions: subsidizing heating systems, educating, but not restricting in an arbitrary manner in #Temuco ","@lamarcefarias: We are looking for real solutions to the system of calefaccion, education and not restricting in any way. #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Temuco #Tem",127.0,True,41,27,128,115,103,275,0.3565217391304348,0.2621359223300971,0.46545454545454545,False,False,True,4.7407407407407405,False,True
"Entablaron una demanda, en la cual acusaban a la escuela de segregar a los estudiantes por su origen étnico. ","They filed a lawsuit, in which the school was accused of segregating students based on their ethnic origin. ",The students were charged with inciting racial hatred.,17.125,True,35,22,10,90,90,47,0.3888888888888889,0.24444444444444444,0.2127659574468085,False,False,False,0.45454545454545453,False,False
Se llevará a cabo del viernes 27 al domingo 29 de setiembre de 2013. ,It is taking place from Friday 27/09/2013 to Sunday 29/09/2013. ,"The next day, the 27th of September, 2013, will be held.",20.125,True,25,20,16,55,54,46,0.45454545454545453,0.37037037037037035,0.34782608695652173,False,False,False,0.8,False,False
"Estamos a 10 días de #June30, y en la mayoría de gobernaciones ya han empezado las protestas diarias - y la oleada de ira parece un poco más cerca de lo previsto. ","We are 10 days away from #June30, and most governorates have already started daily protests - and the wave of anger seems a bit closer than planned. ","We are 10 days from #June30, and most governments have already started the daily protests - and the anger seems a little closer to what was expected.",32.5,True,51,33,31,131,122,123,0.3893129770992366,0.27049180327868855,0.25203252032520324,False,False,False,0.9393939393939394,False,False
"Su apoyo nos ayudó a que el 2010, nuestro sexto año de existencia, sea otro gran año para Global Voices, y estamos muy agradecidos por ello. ","Your support has helped make 2010, our sixth year in existence, yet another great one for Global Voices, and we're very grateful for that. ",,21.0,True,46,31,0,115,115,0,0.4,0.26956521739130435,0.0,True,False,False,0.0,True,False
"Por otro lado, si Crvenkovski anuncia que si su partido gana él no participará personalmente en la administración, puede ganarse el voto de muchos votantes actualmente indecisos, que se calcula que suponen un 55 % del electorado. ","On the other hand, if Crvenkovski announces that if his party wins, he personally won't take part in the administration, he can gain the vote of many currently undecided voters, estimated to make up about 55% of the electorate. ","If Crvenkovski announces that if his party wins he won't personally participate in the administration, it could be a big loss for many voters currently undecided, who are estimated to be a 55% of the electorate.",23.875,True,64,51,45,193,189,176,0.3316062176165803,0.2698412698412698,0.2556818181818182,False,False,False,0.8823529411764706,False,False
La destrucción causada por los explosivos fue masiva. ,The destruction caused by the explosives is massive. ,The destruction caused by the explosives was massive.,38.0,True,15,10,9,46,45,46,0.32608695652173914,0.2222222222222222,0.1956521739130435,False,False,False,0.9,False,False
